"gene_name","trt1","trt2","untrt1","untrt2"
"RP1-28C20.1",20,5,26,18
"RP1-28H20.3",5,14,2,6
"RP1-28O10.1",0,0,1,6
"RP1-28O17.1",0,0,0,0
"RP1-290F12.3",1,5,6,4
"RP1-290I10.2",0,0,0,0
"RP1-290I10.3",0,0,0,0
"RP1-290I10.5",0,0,0,0
"RP1-290I10.7",0,0,0,0
"RP1-292B18.1",420,213,425,592
"RP1-292B18.3",1,0,0,1
"RP1-292B18.4",1,1,1,3
"RP1-292L20.2",0,0,0,0
"RP1-293L6.1",0,0,0,0
"RP1-293L8.2",0,0,0,0
"RP1-296G17.3",0,0,0,0
"RP1-296L11.1",0,0,0,0
"RP1-297M16.2",0,0,0,0
"RP1-298M8.1",0,0,0,1
"RP1-29C18.10",0,0,0,0
"RP1-29C18.8",0,0,0,0
"RP1-29C18.9",0,0,0,0
"RP1-29G21.1",0,0,0,0
"RP1-300G12.2",0,0,0,0
"RP1-300I2.2",0,0,0,0
"RP1-300I2.3",0,0,0,0
"RP1-302D9.1",0,0,0,0
"RP1-302D9.2",0,0,0,0
"RP1-302D9.3",0,0,0,0
"RP1-302D9.5",0,0,0,0
"RP1-302G2.5",0,0,3,1
"RP1-303A1.1",0,0,0,0
"RP1-305B16.3",28,40,58,72
"RP1-305G21.1",0,0,0,0
"RP1-308E4.1",28,9,29,30
"RP1-309F20.3",0,1,10,12
"RP1-309F20.4",3,0,1,3
"RP1-309H15.2",0,0,0,0
"RP1-309K20.6",0,0,0,0
"RP1-30E17.2",0,0,0,0
"RP1-30G7.2",0,0,0,0
"RP1-30M3.5",5,3,12,1
"RP1-30M3.6",2,2,8,1
"RP1-310O13.7",0,0,0,0
"RP1-313I6.12",6,2,2,16
"RP1-313L4.3",0,0,0,0
"RP1-313L4.4",11,15,9,14
"RP1-315G1.1",1,0,0,1
"RP1-315G1.3",1,4,0,0
"RP1-317E23.3",12,0,7,2
"RP1-317E23.6",0,0,0,0
"RP1-317E23.7",0,0,0,0
"RP1-319M7.2",67,63,69,111
"RP1-31B8.1",0,0,0,0
"RP1-321E8.4",0,0,0,0
"RP1-32B1.4",0,0,0,0
"RP1-32I10.10",0,0,0,1
"RP1-32I10.11",0,0,0,0
"RP1-34B20.4",0,1,1,0
"RP1-34H18.1",0,0,4,1
"RP1-34L19.1",12,8,8,5
"RP1-34M23.5",0,0,0,0
"RP1-35C21.1",0,0,0,0
"RP1-35C21.2",0,0,0,1
"RP1-37C10.3",0,4,4,3
"RP1-37J18.1",0,0,0,0
"RP1-37J18.2",0,0,0,0
"RP1-37M3.8",0,0,0,0
"RP1-37N7.1",0,0,0,0
"RP1-37N7.3",1,0,0,0
"RP1-37N7.5",0,0,0,0
"RP1-37N7.6",0,0,0,0
"RP1-38C16.2",0,0,0,0
"RP1-39G22.4",1,0,0,1
"RP1-39G22.7",94,83,140,124
"RP1-39J2.1",0,0,0,0
"RP1-3E10.2",0,0,0,0
"RP1-3J17.3",0,1,0,0
"RP1-40E16.11",0,0,0,0
"RP1-40E16.12",1,7,8,11
"RP1-40E16.2",0,0,1,0
"RP1-40E16.9",0,0,0,0
"RP1-40G4P.1",4,3,1,6
"RP1-41C23.1",1,2,2,7
"RP1-41P2.7",0,0,0,0
"RP1-43E13.2",8,3,8,5
"RP1-43O17.1",0,0,0,0
"RP1-43O17.2",1,0,0,0
"RP1-45C12.1",3,13,1,5
"RP1-45I4.2",0,0,0,0
"RP1-45I4.3",0,0,10,7
"RP1-45N11.1",1,0,0,0
"RP1-46F2.2",0,0,0,0
"RP1-46F2.3",0,0,0,0
"RP1-48J14.1",0,0,0,0
"RP1-49C23.1",1,0,1,2
"RP1-4G17.2",0,0,0,0
"RP1-4G17.5",0,0,0,0
"RP1-50A13.1",0,0,0,0
"RP1-50J22.4",1,1,0,0
"RP1-50O24.6",0,0,0,0
"RP1-52D1.1",0,0,0,0
"RP1-52J10.9",0,0,0,0
"RP1-53C18.3",0,0,0,0
"RP1-55C23.7",0,0,0,0
"RP1-55C23.8",0,0,0,0
"RP1-56J10.8",0,0,0,1
"RP1-56K13.2",0,0,1,2
"RP1-56K13.3",0,0,0,0
"RP1-56K13.5",0,0,0,1
"RP1-56K13.6",0,0,0,0
"RP1-57E3.1",1,0,0,0
"RP1-58B11.1",0,0,0,0
"RP1-59B16.1",27,24,33,42
"RP1-59D14.1",0,0,0,0
"RP1-59D14.5",44,27,50,59
"RP1-59M18.2",0,0,0,0
"RP1-5O6.4",0,0,0,0
"RP1-5O6.5",0,0,0,0
"RP1-60G11.1",0,0,0,0
"RP1-60N8.1",0,0,0,0
"RP1-60O19.1",0,0,0,0
"RP1-60O19.2",0,0,1,1
"RP1-62O9.3",0,0,0,0
"RP1-63G5.5",0,0,0,0
"RP1-63G5.7",0,0,0,0
"RP1-63G5.8",0,0,0,0
"RP1-63M2.5",0,0,0,1
"RP1-63M2.6",0,0,0,0
"RP1-63P18.2",0,0,0,0
"RP1-64K7.4",4,2,6,11
"RP1-65J11.1",2,2,7,8
"RP1-65J11.5",0,0,0,0
"RP1-65P5.1",0,0,0,0
"RP1-65P5.3",0,0,0,0
"RP1-65P5.5",0,0,0,0
"RP1-66C13.1",0,0,0,0
"RP1-66C13.2",0,0,0,0
"RP1-66C13.3",0,0,0,0
"RP1-66C13.4",0,0,0,0
"RP1-66N13.1",0,0,0,0
"RP1-67A8.3",1,0,1,3
"RP1-67K17.3",0,0,0,0
"RP1-67K17.4",0,0,0,0
"RP1-68D18.2",5,13,18,25
"RP1-68D18.3",0,0,0,0
"RP1-68D18.4",1,13,14,9
"RP1-69B13.2",0,0,0,0
"RP1-69D17.3",0,0,0,0
"RP1-69D17.4",0,0,0,0
"RP1-69E11.3",0,0,0,0
"RP1-69M21.2",0,0,1,0
"RP1-6P5.2",0,0,0,0
"RP1-71H19.2",0,0,0,0
"RP1-71H24.1",0,0,0,0
"RP1-71H24.4",0,0,0,0
"RP1-72A23.1",20,14,20,33
"RP1-72A23.3",0,0,0,0
"RP1-72E17.2",0,0,0,0
"RP1-73A14.1",0,0,0,0
"RP1-73A14.2",0,0,0,0
"RP1-74B13.2",0,0,0,0
"RP1-74M1.3",7,5,38,19
"RP1-76B20.11",0,0,0,2
"RP1-76B20.12",0,0,0,0
"RP1-76C18.1",0,0,0,0
"RP1-77H15.1",1,0,1,1
"RP1-78O14.1",3,13,0,5
"RP1-79C4.1",0,0,0,0
"RP1-79C4.4",8,8,4,28
"RP1-7G5.5",0,0,0,0
"RP1-7G5.6",0,0,0,0
"RP1-80N2.2",0,0,0,0
"RP1-80N2.3",0,0,0,1
"RP1-81D8.3",0,0,0,0
"RP1-81D8.4",0,0,0,0
"RP1-81P11.1",0,0,0,0
"RP1-84O15.1",0,1,0,0
"RP1-84O15.2",0,0,0,0
"RP1-85D24.1",0,0,0,0
"RP1-85D24.2",0,0,0,0
"RP1-85D24.3",0,0,0,0
"RP1-85F18.5",2,0,0,3
"RP1-85F18.6",0,0,0,1
"RP1-86C11.7",9,8,7,22
"RP1-86D1.2",0,0,0,0
"RP1-86D1.3",1,1,0,0
"RP1-86D1.4",0,0,0,0
"RP1-86D1.5",0,0,0,0
"RP1-89D4.1",63,29,73,53
"RP1-8B1.4",0,0,0,0
"RP1-8B22.1",3,0,1,7
"RP1-8B22.2",0,0,0,0
"RP1-90G24.10",0,0,0,0
"RP1-90G24.11",0,0,0,0
"RP1-90G24.6",0,0,0,0
"RP1-90G24.8",0,0,0,0
"RP1-90J20.10",0,0,0,0
"RP1-90J20.11",31,6,21,19
"RP1-90J20.12",75,2,76,11
"RP1-90J20.2",0,0,0,0
"RP1-90J20.8",0,0,0,0
"RP1-90J4.1",0,0,0,0
"RP1-90J4.2",0,0,0,0
"RP1-90J4.3",27,10,20,11
"RP1-90K10.4",0,0,0,1
"RP1-90L14.1",0,0,0,0
"RP1-90L6.2",5,11,5,10
"RP1-90L6.3",1,0,3,2
"RP1-91G5.3",0,0,0,0
"RP1-91J24.1",0,1,0,0
"RP1-91J24.3",0,0,0,0
"RP1-91N13.1",0,0,0,0
"RP1-92C4.1",0,0,0,0
"RP1-92C4.2",0,0,0,0
"RP1-92C8.2",0,0,0,0
"RP1-92C8.3",0,0,0,0
"RP1-92O14.3",1,1,1,5
"RP1-92O14.6",10,10,16,30
"RP1-93H18.1",20,24,16,40
"RP1-93H18.6",0,0,0,0
"RP1-93H18.7",66,75,36,50
"RP1-93I3.1",9,13,0,4
"RP1-93L7.3",0,0,0,0
"RP1-95L4.2",0,0,0,0
"RP1-95L4.3",0,0,0,0
"RP1-95L4.4",132,127,171,215
"RP1-96H9.5",19,4,22,4
"RP1-97D16.1",40,58,51,64
"RP1-97G4.1",0,0,0,0
"RP1-97J1.2",0,0,0,0
"RP1-99E18.2",7,7,9,21
"RP11-1000B6.2",2,0,0,1
"RP11-1000B6.3",0,1,6,11
"RP11-1000B6.5",2,0,1,1
"RP11-1002K11.1",18,6,82,33
"RP11-1003J3.1",0,0,1,0
"RP11-1006G14.1",0,1,2,0
"RP11-1006G14.2",1,0,0,0
"RP11-1006G14.3",0,0,0,0
"RP11-1006G14.4",43,55,54,76
"RP11-1007G5.2",0,0,0,0
"RP11-1007I13.2",0,0,0,0
"RP11-1007I13.4",0,0,0,0
"RP11-1007J8.1",0,0,0,1
"RP11-1007O24.2",3,11,3,7
"RP11-1007O24.3",25,9,16,30
"RP11-1007O24.4",1,1,1,8
"RP11-1008C21.1",0,0,1,1
"RP11-1008C21.2",12,5,13,42
"RP11-1008M1.1",0,0,0,0
"RP11-100E13.1",0,0,10,5
"RP11-100E13.3",0,0,0,0
"RP11-100F15.1",0,0,0,0
"RP11-100F15.2",0,0,0,0
"RP11-100G15.10",1,0,1,0
"RP11-100G15.2",0,0,0,0
"RP11-100G15.3",0,0,0,1
"RP11-100G15.4",0,0,0,0
"RP11-100G15.5",0,0,0,0
"RP11-100G15.7",12,7,24,21
"RP11-100J16.4",0,0,0,0
"RP11-100J16.5",0,0,0,0
"RP11-100K18.1",0,0,0,0
"RP11-100L22.1",0,0,0,0
"RP11-100L22.2",0,1,0,3
"RP11-100L22.3",0,0,0,0
"RP11-100L22.4",0,0,0,0
"RP11-100M12.1",0,0,0,0
"RP11-100M12.2",0,0,0,0
"RP11-100M12.3",0,0,0,0
"RP11-100N20.1",0,0,1,0
"RP11-100N21.1",3,0,9,2
"RP11-100N3.2",48,87,63,154
"RP11-1012A1.10",0,0,0,1
"RP11-1012A1.4",0,0,0,0
"RP11-1012A1.7",34,16,8,28
"RP11-1012E15.1",0,0,0,0
"RP11-1016B18.1",1,0,0,0
"RP11-1017G21.3",0,0,0,0
"RP11-1017G21.4",5,1,6,5
"RP11-1017G21.5",31,6,38,35
"RP11-1017G21.6",1,1,3,4
"RP11-1018J11.1",496,472,627,928
"RP11-1018N14.1",0,0,0,0
"RP11-1018N14.2",0,0,0,0
"RP11-1018N14.3",0,0,0,0
"RP11-1018N14.4",0,0,0,0
"RP11-1018N14.5",0,0,0,0
"RP11-101B14.1",0,1,0,2
"RP11-101B14.4",0,0,0,0
"RP11-101C11.1",0,0,0,0
"RP11-101E13.5",110,72,88,85
"RP11-101E14.2",0,0,0,0
"RP11-101E14.3",0,0,0,0
"RP11-101E19.4",0,0,0,0
"RP11-101E19.7",0,0,0,0
"RP11-101E19.8",0,0,0,0
"RP11-101E3.5",0,0,0,0
"RP11-101E5.1",0,0,0,0
"RP11-101E5.2",0,0,0,0
"RP11-101E7.2",5,6,6,3
"RP11-101K23.1",0,0,0,0
"RP11-101O21.1",0,0,0,0
"RP11-101O6.2",0,0,0,1
"RP11-101P17.11",1,0,0,4
"RP11-101P17.14",0,0,0,0
"RP11-1020A11.1",4,8,2,11
"RP11-1020A11.2",89,56,90,133
"RP11-1020M18.10",0,0,0,0
"RP11-1021N1.1",0,0,0,0
"RP11-1022B3.1",0,0,0,0
"RP11-1023L17.1",12,2,11,22
"RP11-1023L17.2",0,0,0,1
"RP11-1023P17.2",0,0,0,0
"RP11-1024P17.1",52,90,8,19
"RP11-1026M7.2",0,0,0,0
"RP11-1026M7.3",0,0,0,0
"RP11-1028N23.2",0,0,0,0
"RP11-1028N23.3",0,0,0,0
"RP11-1028N23.4",0,0,0,0
"RP11-1029F8.1",0,0,0,0
"RP11-1029J19.2",0,0,0,0
"RP11-1029J19.4",0,0,0,0
"RP11-1029J19.5",0,0,0,0
"RP11-1029M24.1",1,0,1,0
"RP11-1029M24.4",0,0,0,0
"RP11-102C16.3",0,0,0,0
"RP11-102D18.1",0,0,0,0
"RP11-102F4.2",0,0,0,0
"RP11-102J14.1",0,0,0,0
"RP11-102L12.2",0,1,0,1
"RP11-102M11.1",178,129,195,232
"RP11-102M11.2",0,0,1,3
"RP11-102N11.1",0,0,0,0
"RP11-102N12.2",0,0,0,0
"RP11-102N12.3",7,15,8,32
"RP11-1030E3.1",0,0,0,0
"RP11-1033A18.1",4233,3345,6354,8921
"RP11-1033H12.1",0,0,0,0
"RP11-1033H12.3",6,17,11,39
"RP11-1035H13.2",0,0,0,0
"RP11-1035H13.3",0,0,0,0
"RP11-1036E20.10",0,0,0,0
"RP11-1036E20.7",0,0,0,0
"RP11-1036E20.9",0,0,0,0
"RP11-1036F1.1",0,0,0,0
"RP11-1037D22.1",0,0,0,0
"RP11-1038A11.1",1,0,0,0
"RP11-1038A11.2",0,2,1,11
"RP11-1038A11.3",0,0,0,0
"RP11-103B5.2",4,0,1,0
"RP11-103C16.2",0,1,0,0
"RP11-103C3.1",0,0,0,0
"RP11-103C3.2",0,0,0,0
"RP11-103G8.1",1,2,0,6
"RP11-103G8.2",12,2,8,14
"RP11-103H7.1",0,0,0,0
"RP11-103H7.2",0,0,0,0
"RP11-103H7.3",0,0,0,0
"RP11-103H7.5",0,0,0,0
"RP11-103J17.1",0,0,0,0
"RP11-103J17.2",0,0,0,0
"RP11-103J8.1",2,0,0,0
"RP11-103J8.2",0,0,1,1
"RP11-1041F24.1",0,0,0,0
"RP11-1042B17.1",0,0,0,0
"RP11-1042B17.2",0,0,0,0
"RP11-1042B17.3",0,0,0,0
"RP11-1042B17.4",0,1,0,0
"RP11-1042B17.5",4,0,1,2
"RP11-1046B16.1",0,0,0,1
"RP11-1049A21.2",0,0,0,0
"RP11-1049H7.1",0,0,0,0
"RP11-1049H7.2",0,0,0,0
"RP11-104C4.2",0,0,0,0
"RP11-104C4.4",0,0,0,0
"RP11-104D21.1",0,0,0,0
"RP11-104D21.2",0,0,0,0
"RP11-104D21.3",0,0,0,0
"RP11-104D3.1",0,0,0,0
"RP11-104D3.2",0,0,0,0
"RP11-104E19.1",0,0,0,0
"RP11-104G3.2",17,10,6,17
"RP11-104G3.5",0,0,0,0
"RP11-104H15.10",0,0,0,0
"RP11-104H15.7",0,0,0,0
"RP11-104H15.8",0,0,0,0
"RP11-104H15.9",0,0,0,0
"RP11-104J23.1",0,0,0,0
"RP11-104J23.2",0,0,0,0
"RP11-104L21.2",1,2,3,0
"RP11-104L21.3",0,0,0,1
"RP11-104N10.1",13,9,16,16
"RP11-104O19.2",188,170,314,282
"RP11-1053O12.1",0,0,0,0
"RP11-1055B8.2",0,0,0,0
"RP11-1055B8.3",2,5,2,8
"RP11-1055B8.4",93,79,79,149
"RP11-1055B8.6",10,0,9,12
"RP11-1055B8.7",752,483,1059,1222
"RP11-1055B8.8",0,0,0,0
"RP11-1057B6.1",3,1,1,0
"RP11-1057B8.1",0,0,0,0
"RP11-1057B8.2",0,0,0,0
"RP11-1057N3.2",0,0,0,0
"RP11-1058G23.1",0,0,0,0
"RP11-1058N17.1",0,0,0,0
"RP11-1059L18.1",0,0,0,0
"RP11-105C19.1",0,0,0,0
"RP11-105C19.2",1,0,0,0
"RP11-105C20.2",0,0,0,0
"RP11-105C20.3",0,0,0,0
"RP11-105N13.4",0,0,0,0
"RP11-105N14.1",1,1,0,7
"RP11-105N14.2",0,1,0,0
"RP11-105N14.3",0,0,0,0
"RP11-1060G2.1",2,1,3,4
"RP11-1060G2.2",1,1,0,1
"RP11-1060J15.3",0,0,0,0
"RP11-1060J15.4",0,0,2,3
"RP11-1060J15.5",0,0,0,0
"RP11-1060J15.7",1,0,0,0
"RP11-1069G10.1",2,1,6,6
"RP11-1069G10.2",0,0,0,0
"RP11-106A1.2",0,0,0,0
"RP11-106A1.3",0,0,0,0
"RP11-106E15.1",0,0,0,0
"RP11-106E7.1",3,2,1,6
"RP11-106J23.1",0,0,0,0
"RP11-106M3.1",0,0,2,1
"RP11-106M3.2",37,13,21,5
"RP11-106M3.3",5,3,6,5
"RP11-106M7.1",0,1,0,0
"RP11-106M7.4",0,0,0,0
"RP11-1070A24.1",1,0,3,0
"RP11-1070A24.2",4,0,0,2
"RP11-1070N10.3",1,6,3,8
"RP11-1070N10.4",0,0,0,0
"RP11-1070N10.5",0,0,0,0
"RP11-1070N10.6",0,0,0,0
"RP11-1070N10.7",0,0,0,4
"RP11-1072C15.1",0,0,0,0
"RP11-1072C15.2",0,0,0,0
"RP11-1072C15.3",0,0,0,0
"RP11-1072C15.4",2,0,5,1
"RP11-1072C15.7",0,0,0,0
"RP11-1072N2.2",0,0,0,0
"RP11-1072N2.3",0,0,0,0
"RP11-1072N2.4",0,0,0,0
"RP11-1074O12.1",19,14,17,20
"RP11-1078H9.1",0,0,0,0
"RP11-1078H9.2",0,1,0,0
"RP11-1078H9.5",0,0,0,0
"RP11-1078H9.6",0,0,0,0
"RP11-1079H9.1",0,0,0,0
"RP11-1079J22.1",0,0,0,0
"RP11-1079K10.1",0,0,0,0
"RP11-1079K10.2",1,0,1,8
"RP11-1079K10.3",0,0,1,1
"RP11-1079K10.4",0,0,0,0
"RP11-1079K10.5",0,0,0,0
"RP11-107C10.1",0,0,0,0
"RP11-107C16.2",0,0,0,0
"RP11-107D24.2",0,0,0,0
"RP11-107E21.1",0,0,0,0
"RP11-107F6.3",3,3,1,3
"RP11-107F6.4",2,0,0,0
"RP11-107G24.3",0,0,0,0
"RP11-107I14.2",0,0,0,0
"RP11-107I14.4",0,0,0,0
"RP11-107I14.5",0,0,0,0
"RP11-107K17.1",0,0,0,0
"RP11-107K17.2",0,0,0,0
"RP11-107M16.2",0,0,0,0
"RP11-107N15.1",0,0,3,6
"RP11-107N7.1",0,0,0,0
"RP11-107P7.1",0,0,0,0
"RP11-107P7.2",0,0,0,0
"RP11-107P7.4",0,0,0,0
"RP11-107P7.5",0,0,0,0
"RP11-107P7.6",0,0,0,0
"RP11-1080G15.1",0,0,0,1
"RP11-1080G15.2",0,0,0,0
"RP11-1081K18.1",0,0,0,0
"RP11-1081L13.3",28,20,40,70
"RP11-1081L13.4",12,2,10,1
"RP11-1081M5.1",0,0,0,0
"RP11-1081M5.2",0,0,0,0
"RP11-1082A3.1",0,0,0,0
"RP11-1082L8.1",1,4,3,8
"RP11-1082L8.2",0,0,0,0
"RP11-1082L8.3",0,0,0,0
"RP11-1082L8.4",0,0,0,0
"RP11-1084A12.1",2,0,1,2
"RP11-1084A12.2",0,0,0,0
"RP11-1084E5.1",0,0,0,0
"RP11-1084I9.1",0,0,0,0
"RP11-1084I9.2",0,0,1,0
"RP11-1084J3.1",0,0,0,0
"RP11-1084J3.3",0,0,1,0
"RP11-1084J3.4",0,0,0,0
"RP11-1085N6.1",0,0,0,0
"RP11-1085N6.2",3,0,7,4
"RP11-1085N6.3",0,0,0,0
"RP11-1085N6.4",0,0,0,0
"RP11-1085N6.5",0,0,0,0
"RP11-1085N6.6",0,0,0,0
"RP11-108B14.1",0,0,0,0
"RP11-108B14.4",0,2,4,6
"RP11-108B14.5",0,0,0,0
"RP11-108E14.1",0,0,0,0
"RP11-108F13.2",1,3,3,3
"RP11-108K14.4",39,40,89,99
"RP11-108K14.8",0,0,0,0
"RP11-108K3.1",0,0,0,0
"RP11-108K3.2",0,0,0,0
"RP11-108K3.3",1,0,1,0
"RP11-108K3.4",0,0,1,0
"RP11-108K3.5",0,0,0,0
"RP11-108L7.14",2,0,1,0
"RP11-108L7.15",6,3,32,28
"RP11-108L7.4",3,0,3,2
"RP11-108M11.3",0,0,0,0
"RP11-108M12.2",0,0,0,0
"RP11-108M12.3",0,0,0,0
"RP11-108M9.1",0,0,0,0
"RP11-108M9.2",0,0,0,0
"RP11-108M9.4",6,3,7,7
"RP11-108M9.5",12,8,4,15
"RP11-108M9.6",0,4,1,1
"RP11-108N13.1",0,0,0,0
"RP11-108O10.2",4,0,2,1
"RP11-108P20.1",71,66,27,60
"RP11-108P20.2",0,1,1,4
"RP11-108P20.3",0,0,0,0
"RP11-108P20.4",0,0,0,0
"RP11-1090M7.1",0,0,0,0
"RP11-1094H24.3",0,0,0,1
"RP11-1094H24.4",5,0,2,5
"RP11-1094M14.1",0,0,0,0
"RP11-1094M14.10",0,0,0,0
"RP11-1094M14.11",62,46,44,42
"RP11-1094M14.12",0,0,0,0
"RP11-1094M14.14",0,0,0,0
"RP11-1094M14.4",0,0,0,0
"RP11-1094M14.5",1,0,1,1
"RP11-1094M14.7",305,251,367,438
"RP11-1094M14.8",19,20,27,22
"RP11-1094M14.9",1,9,10,19
"RP11-1096D5.1",0,0,1,0
"RP11-1096D5.2",0,0,0,0
"RP11-1096G20.5",1,0,1,0
"RP11-1099M24.7",0,0,0,0
"RP11-1099M24.8",0,0,0,0
"RP11-109A6.2",0,0,0,0
"RP11-109A6.3",3,0,1,1
"RP11-109D20.1",0,0,0,0
"RP11-109D20.2",0,0,0,0
"RP11-109D24.1",0,0,0,0
"RP11-109D9.4",1,1,1,1
"RP11-109E10.1",0,0,0,0
"RP11-109E10.2",0,0,0,0
"RP11-109E12.1",0,0,1,0
"RP11-109E24.1",0,0,0,0
"RP11-109E24.2",0,0,0,0
"RP11-109G10.2",1,0,0,0
"RP11-109G23.1",0,0,0,0
"RP11-109G23.3",3,1,1,2
"RP11-109I13.2",0,0,1,0
"RP11-109J4.1",0,0,0,0
"RP11-109L13.1",1,0,0,0
"RP11-109L13.5",0,0,0,0
"RP11-109M17.1",1,0,0,0
"RP11-109M17.2",0,0,0,0
"RP11-109M19.1",0,0,0,0
"RP11-109M19.2",0,0,0,0
"RP11-109M19.3",0,0,0,0
"RP11-109M19.4",0,0,0,0
"RP11-109M19.5",0,0,0,0
"RP11-109N23.1",1,0,0,0
"RP11-109N23.4",0,0,0,0
"RP11-109N23.5",0,0,0,0
"RP11-109N23.6",1,0,0,1
"RP11-109P11.1",0,0,0,0
"RP11-109P14.10",0,0,0,0
"RP11-109P14.2",5,3,4,2
"RP11-109P14.8",0,0,0,0
"RP11-109P14.9",0,0,0,0
"RP11-109P6.2",0,0,0,0
"RP11-10A14.3",0,2,2,0
"RP11-10A14.4",0,0,1,0
"RP11-10A14.5",0,0,0,0
"RP11-10A14.6",0,0,0,0
"RP11-10A14.7",0,0,0,0
"RP11-10A14.8",0,0,0,0
"RP11-10A2.1",0,0,0,0
"RP11-10A7.1",0,0,0,0
"RP11-10B2.1",2,0,0,5
"RP11-10C24.1",12,8,8,17
"RP11-10C24.2",1,9,1,5
"RP11-10C24.3",16,14,22,46
"RP11-10C8.2",1,0,0,1
"RP11-10D7.2",0,0,0,0
"RP11-10D7.5",0,0,0,0
"RP11-10E6.1",0,0,0,0
"RP11-10F11.2",0,0,0,0
"RP11-10G12.1",0,0,2,2
"RP11-10G12.2",0,0,0,0
"RP11-10G15.4",0,0,0,0
"RP11-10H3.1",0,0,0,0
"RP11-10I6.2",0,0,0,0
"RP11-10J18.3",0,0,0,0
"RP11-10J21.3",0,0,0,0
"RP11-10J21.4",0,0,0,2
"RP11-10J21.5",0,0,0,0
"RP11-10J21.6",0,0,0,0
"RP11-10J5.1",1,1,0,1
"RP11-10K16.1",15,7,10,16
"RP11-10K17.3",0,1,0,0
"RP11-10K17.6",0,0,0,0
"RP11-10L12.1",161,140,189,267
"RP11-10L12.2",22,22,37,26
"RP11-10L12.4",41,35,45,28
"RP11-10L7.1",0,2,3,1
"RP11-10N16.2",0,0,0,1
"RP11-10N16.3",1,0,1,0
"RP11-10N23.2",16,26,32,55
"RP11-10N23.4",0,0,0,0
"RP11-10N23.5",1,0,0,6
"RP11-10O17.1",0,3,2,3
"RP11-10O17.3",0,0,0,1
"RP11-10O22.1",0,0,0,0
"RP11-1100L3.4",73,40,85,109
"RP11-1100L3.7",1,1,1,0
"RP11-1100L3.8",2,0,1,0
"RP11-1101H11.1",0,0,0,0
"RP11-1101K5.1",0,0,0,0
"RP11-1101K5.2",0,0,0,0
"RP11-1102P16.1",5,2,6,4
"RP11-1103G16.1",0,0,0,1
"RP11-1105G2.3",6,4,2,9
"RP11-1105G2.4",0,0,0,1
"RP11-1105O14.1",0,0,0,0
"RP11-1109F11.3",9,16,24,32
"RP11-1109F11.5",2,0,1,4
"RP11-1109M24.11",0,0,0,0
"RP11-1109M24.12",0,0,0,0
"RP11-1109M24.13",0,0,0,0
"RP11-1109M24.14",0,0,0,0
"RP11-1109M24.15",0,0,0,0
"RP11-1109M24.16",0,0,0,0
"RP11-1109M24.5",0,0,0,0
"RP11-1109M24.7",0,0,0,0
"RP11-1109M24.8",0,0,0,0
"RP11-1109M24.9",0,0,0,0
"RP11-110A12.2",0,0,0,0
"RP11-110F24.1",0,0,0,0
"RP11-110G21.1",19,35,58,109
"RP11-110G21.2",0,0,0,0
"RP11-110H1.1",0,0,0,0
"RP11-110H1.4",6,0,5,3
"RP11-110H1.8",0,0,0,0
"RP11-110H1.9",0,0,0,0
"RP11-110I1.11",23,18,43,50
"RP11-110I1.12",10,24,38,26
"RP11-110I1.13",2,2,6,7
"RP11-110I1.14",2,0,1,2
"RP11-110I1.5",12,9,21,23
"RP11-110I1.6",0,0,0,0
"RP11-110J1.2",968,793,1239,1455
"RP11-110L15.1",0,0,0,0
"RP11-110L15.2",0,0,0,0
"RP11-1110J8.1",1,0,0,2
"RP11-1112C15.1",5,0,0,0
"RP11-1112C15.2",0,0,0,0
"RP11-1112G13.3",9,6,8,9
"RP11-1112J20.1",0,0,0,0
"RP11-1112J20.2",34,27,43,51
"RP11-1113C11.2",0,0,0,0
"RP11-1113L8.1",0,0,0,0
"RP11-1113L8.2",0,0,0,0
"RP11-1113L8.6",0,0,0,0
"RP11-1113L8.7",0,0,0,0
"RP11-1113N2.4",0,0,0,0
"RP11-1114A5.4",11,19,35,51
"RP11-1114A5.5",10,7,20,28
"RP11-1114A5.6",0,0,0,0
"RP11-1114I9.1",0,0,0,0
"RP11-1118M6.2",0,0,0,0
"RP11-111A21.1",1,0,0,0
"RP11-111A22.1",3,1,2,1
"RP11-111A24.1",0,0,0,0
"RP11-111A24.2",0,0,0,0
"RP11-111D3.2",0,0,0,0
"RP11-111E14.1",1,16,3,7
"RP11-111E2.1",0,0,0,0
"RP11-111F16.2",2,4,5,1
"RP11-111F5.1",0,0,0,0
"RP11-111F5.2",0,0,0,2
"RP11-111F5.3",0,0,0,0
"RP11-111F5.4",0,0,0,0
"RP11-111F5.5",0,0,0,0
"RP11-111F5.6",0,0,0,0
"RP11-111F5.8",0,0,0,0
"RP11-111G23.1",0,0,0,3
"RP11-111H3.3",0,0,0,0
"RP11-111I12.1",0,0,0,0
"RP11-111J6.2",1,3,1,0
"RP11-111K18.2",1,0,2,4
"RP11-111M22.2",20,24,57,61
"RP11-111M22.3",33,19,76,36
"RP11-111M22.4",3,6,5,1
"RP11-111M22.5",0,1,1,0
"RP11-111N20.4",0,0,0,0
"RP11-1124B17.1",0,0,0,0
"RP11-1127D7.1",0,0,0,0
"RP11-1129I3.1",1,1,1,0
"RP11-112H10.4",0,1,1,0
"RP11-112H10.6",16,6,28,22
"RP11-112J1.1",5152,2322,5581,3778
"RP11-112J1.2",129,94,144,176
"RP11-112J1.3",759,624,1083,1340
